company,year,announcement,category,ship_quarter,availability,quote,verified,video_id
Gigabyte,2026,AI OLED Care Pro with four-year burn-in warranty,software,,announced,"Therefore, today we are proud to announce that selected models, including the FO27Q28G, come with an extended warranty that covers burning for over up to 4 years.",no,avtpBZH6exw
Gigabyte,2026,NVMP4 quantization integration in Gmate Creator,software,,announced,"Through our collaboration with Nvidia, we have integrated the new MVMP4 quantization into our GMA creator.",no,avtpBZH6exw
Gigabyte,2026,Gigabyte Gaming A16 laptop,platform,,announced,The brand new Gigabyte Gaming A16 delivers a major leap in performance.,no,avtpBZH6exw
Gigabyte,2026,Aorus Master 16 laptop,platform,,announced,We proudly announce our brand new Orals Master 16.,no,avtpBZH6exw
Intel,2026,Intel 18A full-scale process,platform,,GA,The Intel 18A process is now at full scale.,no,SJ-VzWpgQ5s
Intel,2026,Intel Arc G3 handheld gaming GPU,gpu,2026Q2,announced,"We are more than 40% faster, 40% faster, and at the same performance, we're half the power.",no,SJ-VzWpgQ5s
Intel,2026,Intel Series 3 for edge designs,platform,2026,announced,"And that's why this year, we're taking our latest series 3 products into the edge business with over 130 designs in multiple verticals.",no,SJ-VzWpgQ5s
Intel,2026,Perplexity hybrid agentic inference on Core Ultra Series 3,software,,announced,"And so for the first time ever, we work together to create hybrid agenic inference.",no,SJ-VzWpgQ5s
Intel,2026,Intel Xeon 6 Plus,cpu,2026Q2,announced,That is why we are excited to have Intel Xeon 6 Plus introduced at the Computex this week.,no,SJ-VzWpgQ5s
Intel,2026,Xeon 6 Plus ODM server solutions,server,2026Q2,shipping,"Moreover, our ODM partners are bringing Zeon 6 plus solutions to the market today.",no,SJ-VzWpgQ5s
Intel,2026,Intel Rack Scale Blueprints,platform,,announced,That is why we start the initiative called Rex scale blueprints.,no,SJ-VzWpgQ5s
Intel,2026,Intel-Foxconn rack-scale AI infrastructure partnership,partnership,,announced,Intel and Foxcom are working together to develop Rex scale products built upon Intel Xeon processors.,no,SJ-VzWpgQ5s
Intel,2026,SambaNova SM50 rack-scale AI infrastructure with Xeon 6,accelerator,2H26,announced,It uses Intel Xeon 6 processors with Sonova SM50 RDUs and shipping to customers later this year.,no,SJ-VzWpgQ5s
Intel,2026,Intel-SambaNova-Nvidia heterogeneous disaggregated inference,platform,,announced,"So the initial result of our work is disagregated inference is the the GPUs, the RDUs, the CPUs that's the fastest and artificial analysis and our test found to be two to three times faster than just the GPUs alone.",no,SJ-VzWpgQ5s
Intel,2026,Vector Core Compute VC2 disaggregated inference neocloud,platform,,announced,The demo you just witnessed with Rodrigo was conducted live in our Los Angeles data center and we have over 50 deployments planned in the US which are targeted to convert existing data centers to inference data centers.,no,SJ-VzWpgQ5s
Intel,2026,Intel purpose-built silicon market entry,other,,announced,I was just thinking what better place than Computex and Taipei where custom silicon really is the name of the game here to announce that Intel has officially entered this market.,no,SJ-VzWpgQ5s
Intel,2026,Google infrastructure processing unit partnership,partnership,2026Q2,shipping,Google and Intel have gone into a partnership wherein Intel is delivering what is called as the infrastructure processing unit.,no,SJ-VzWpgQ5s
Intel,2026,Ericsson next-generation infrastructure silicon partnership,partnership,,announced,Ericson has been uh partnering with us and Erikson chooses us wherein we deliver or Intel delivers the next generation infrastructure silicon for at a global scale for them across the board.,no,SJ-VzWpgQ5s
Intel,2026,Echo Neurotechnologies brain-trained algorithms collaboration,partnership,,announced,"Together, we're developing brain trained algorithms for streaming speech that approach the efficiency of biological computation.",no,SJ-VzWpgQ5s
Intel,2026,Greenstone Biosciences life-science imaging reference architectures,partnership,,announced,We are partnering with Greenstone to establish scalable reference architectures applicable across the broader life science imaging ecosystem.,no,SJ-VzWpgQ5s
Intel,2026,Hitachi collaboration on foundry tools and quantum computing systems,partnership,,announced,Another key partners is Hitachi.,no,SJ-VzWpgQ5s
Intel,2026,Siemens expanded semiconductor value-chain partnership,partnership,,announced,We are expanding our partnership across the entire value chain from design to manufacturing to chip applications in seammen's products.,no,SJ-VzWpgQ5s
Marvell,2026,1.6T 2nm coherent optical solution,networking,2H26,sampling,"And later this year we'll be sampling the world's first 1.6 terabit, 2 nanometer coherent optical solution.",no,1Er0n1pJUgg
Marvell,2026,100T Ethernet switch,networking,,announced,And today we announced our new 100 to T Ethernet switch specifically designed for AI data centers with the industry's lowest power.,no,1Er0n1pJUgg
Marvell,2026,51.2T CPO-based switch with 3.2T optical engines,networking,,announced,"In this case, this is our 51.2 T switch and all around the edges are 16 3.2 T optical engines.",no,1Er0n1pJUgg
Marvell,2026,Marvell-Nvidia strategic partnership expansion,partnership,,announced,And as part of this announcement that we made few months back in video invested two billion dollars into Marvall.,no,1Er0n1pJUgg
Marvell,2026,ASE capacity preparation for Marvell AI infrastructure products,partnership,,announced,So we're busy now preparing the capacity for you.,no,1Er0n1pJUgg
NVIDIA,2026,NVIDIA DSX AI factory infrastructure platform,platform,,announced,NVIDIA DSX is the blueprint: a reference design for building and operating AI factories at maximum efficiency and profitability.,no,wSp6AiNIrsY
NVIDIA,2026,Vera Rubin platform full production,platform,,shipping,Vera Rubin is in full production.,no,wSp6AiNIrsY
NVIDIA,2026,Vera Rubin NVL72,gpu,,shipping,"The Vera Rubin GPU — six trillion transistors with over 18,000 components on one board.",no,wSp6AiNIrsY
NVIDIA,2026,Vera CPU,cpu,,announced,Vera delivers 1.8 times the agentic sandbox performance of x86 CPUs.,no,wSp6AiNIrsY
NVIDIA,2026,Vera CPU rack,server,,announced,"Then, the Vera CPU rack — 256 CPUs in a single liquid-cooled rack, orchestrating the models, shuffling memory, launching tools.",no,wSp6AiNIrsY
NVIDIA,2026,Vera LPX rack with Groq LPUs,accelerator,,announced,"Foxconn and Quanta brought the Vera LPX rack to shape — 256 Groq LPUs across 16 trays, 40 petabytes per second of SRAM bandwidth — for ultra-low latency.",no,wSp6AiNIrsY
NVIDIA,2026,Vera BlueField-4 STX,server,,announced,Vera BlueField-4 STX — where AI keeps its memory.,no,wSp6AiNIrsY
NVIDIA,2026,NVIDIA Spectrum-X Ethernet Photonics,networking,,announced,And NVIDIA Spectrum-X Ethernet Photonics — the world’s first Ethernet switch with 200-gigabit co-packaged optics.,no,wSp6AiNIrsY
NVIDIA,2026,NVIDIA Agent Toolkit for Enterprise AI,software,,announced,"And so, we have the NVIDIA Agent Toolkit for Enterprise AI.",no,wSp6AiNIrsY
NVIDIA,2026,NVIDIA OpenShell open-source agent harness,software,,announced,"And so this OpenShell is being adopted all over the world, and it is open source.",no,wSp6AiNIrsY
NVIDIA,2026,Cadence-NVIDIA chip design agents,partnership,,announced,Verification cycles over 40 times faster.,no,wSp6AiNIrsY
NVIDIA,2026,Nemotron 3 Ultra,software,,announced,"Today, we’re announcing Nemotron 3 Ultra.",no,wSp6AiNIrsY
NVIDIA,2026,RTX Spark,platform,,announced,"Introducing RTX Spark — everything we’ve learned over 33 years, distilled into one chip.",no,wSp6AiNIrsY
NVIDIA,2026,RTX Spark laptops,platform,,announced,"Ladies and gentlemen, NVIDIA RTX Spark laptops.",no,wSp6AiNIrsY
NVIDIA,2026,Adobe Photoshop and Premiere for RTX Spark,partnership,,announced,"They have re-engineered the architecture, the core of Adobe Photoshop and Premiere, and they’ll release it for RTX Spark.",no,wSp6AiNIrsY
NVIDIA,2026,NVIDIA-Microsoft agentic Windows PC line,platform,,announced,"And today we’re announcing a whole new line — three revolutionary Windows machines, covering desktop, laptop, and workstation — all 100% Windows compatible, 100% CUDA, 100% NVIDIA AI Tensor Core.",no,wSp6AiNIrsY
NVIDIA,2026,DGX Station Windows-compatible workstation,server,,announced,And if you want an incredible system — this is DGX Station.,no,wSp6AiNIrsY
NVIDIA,2026,Cosmos 3,software,,announced,"And today, we’re announcing Cosmos 3.",no,wSp6AiNIrsY
NVIDIA,2026,Alpamayo 2 Super,software,,announced,"Today we’re announcing Alpamayo 2 Super, an open model for self-driving cars.",no,wSp6AiNIrsY
NXP,2026,Neural Axis Architecture,platform,,announced,Intelligence has three layers.,no,6fg2TOX9Pq8
NXP,2026,eIQ Toolkit for VLA edge deployment,software,,announced,"This is a software that allows to grab those models, imports them, quantize and prune them, compile it.",no,6fg2TOX9Pq8
NXP,2026,GE Healthcare intelligent anesthesia systems engagement,partnership,,announced,And we're doing I'm very proud of the engagement that we have with GE Healthcare where they're actually deploying intelligent systems and anesthesia where precision safety really really makes a difference and their products and XP is at the core of it.,no,6fg2TOX9Pq8
Qualcomm,2026,Dragonfly data center product brand,server,,announced,"So today at Computex, we're announcing the new product brand for Qualcomm data center products.",no,BH6pg0LY8Fw
Qualcomm,2026,Dragonfly hyperscaler and global partner deployments,partnership,,announced,"Um, we're already working with hyperscalers and global partners on real world deployments.",no,BH6pg0LY8Fw
Qualcomm,2026,Open Claw and Hermes on Snapdragon,software,,GA,Orchestrators like Open Claw and Hermes are now running on Snapdragon.,no,BH6pg0LY8Fw
Qualcomm,2026,Claude Code on Snapdragon (live demo),software,,GA,Aentic assistants like claw desktop are running native natively on Snapdragon PCs and you see this thing only accelerating and how the users are going to use more and more in their machines and the machines going to be running on their own doing things and cloud platforms for example like perplexity computer are now building orchestration layers that connect to the device.,no,BH6pg0LY8Fw
Qualcomm,2026,Perplexity orchestration layers connected to Snapdragon devices,partnership,,announced,Aentic assistants like claw desktop are running native natively on Snapdragon PCs and you see this thing only accelerating and how the users are going to use more and more in their machines and the machines going to be running on their own doing things and cloud platforms for example like perplexity computer are now building orchestration layers that connect to the device.,no,BH6pg0LY8Fw
Qualcomm,2026,Google Gemini agentic AI in Android,software,,announced,Google is bringing Agentic AI directly into Android with Gemini intelligence.,no,BH6pg0LY8Fw
Qualcomm,2026,Microsoft agentic AI on Snapdragon ecosystem,software,,announced,Microsoft's doing the same and partners even like Humane are developing full Aentic operating system running on Snapdragon.,no,BH6pg0LY8Fw
Qualcomm,2026,Humane agentic operating system on Snapdragon,software,,announced,Microsoft's doing the same and partners even like Humane are developing full Aentic operating system running on Snapdragon.,no,BH6pg0LY8Fw
Qualcomm,2026,Qualcomm robotics platform,platform,,roadmap,"What we're building is a comprehensive platform across different form factors from AMR, industrial arms, four-legged robots, humanoids, drones, and I actually think industrial opportunity is happening right now.",no,BH6pg0LY8Fw
Supermicro,2026,X15/H15/N15/A15 server and rack portfolios,server,,announced,we have our X14 H14 uh portfolio in bodium deployment since many years ago and now we have a X15 uh Intia CPUbased H15 uh AMD uh processor base and uh N15 Nvidia CPU GPUbased solution and a new one A15 AM base uh system and Rex solution.,no,FLJHH3ZWEJo
Supermicro,2026,Vera Rubin NVL72 rack solution,server,,sampling,we are getting ready for the upcoming Vera Rubin uh MVL 72 right indeed we already ship uh some sample to uh certain customer and so far their experience was great and we are preparing for high volume production for you to to order today,no,FLJHH3ZWEJo
Supermicro,2026,Rubin HGX rack-scale systems,server,next few months,sampling,Then uh lubin hgx right lubin uh hgx we support uh a non uh 64 GPU or non or can be uh with another different configuration right kind of like this congulation uh uh we can support uh uh 64 uh 128 or 144 uh R2 200 uh system to you and uh sample is about now and uh production just in next few months,no,FLJHH3ZWEJo
Supermicro,2026,Vera CPU-based systems,cpu,,sampling,and also uh Vera uh CPU base right uh looping base and Vera base right vera based you know CPU uh Nvidia CPU based uh again kind of lots of different configuration uh already about simply,no,FLJHH3ZWEJo
Supermicro,2026,Arm AGI CPU-based Supermicro systems,partnership,within a few months,announced,We we're going to be in uh uh production within within a few months here.,no,FLJHH3ZWEJo
Supermicro,2026,"5,000-pound AI rack with BBU power shelf",server,,announced,"And even this rack, you can see this rack is so strong.",no,FLJHH3ZWEJo
Supermicro,2026,Liquid-to-air DLC retrofit cooling modules,other,,announced,"You just uh have a uh a to a liquid to a cycle car um 250 kw uh 500 kw and then you can run your DLC direct in traditional uh data center right away without spend what uh months of time to uh uh convert your data center to install a DLC equipment and to spend the money, right?",no,FLJHH3ZWEJo
Supermicro,2026,Megawatt CDU cooling portfolio,other,,announced,So uh let's talk about cooling right again we provide all different kind of CDU right kind of uh uh in those CDU uh which different size uh 1 megawatt 3 megawatt or 5 megawatt or kind of like a uh indirect CPU indeed micro is one of the first company uh design and manufacturer in low CPU right no CDU kind of uh 125 mega uh 125 kw 250 kw or even a little bit larger size is coming right,no,FLJHH3ZWEJo
Supermicro,2026,High-impedance liquid-cooling coolant formula,other,,announced,"Uh our new coolant we have a some new coolant formula that feature up to 1,000 time higher electrical impedance than standard coolant for example here.",no,FLJHH3ZWEJo
Supermicro,2026,1.2Tb CPO optical switch,networking,,announced,Recently we also introduced our 1.2 two terabit CPO optical switch uh engineered specifically to remove communication bottleneck in massive scale uh computer cluster while delivering ultra low power lowest latency and unmatch port density.,no,FLJHH3ZWEJo
Supermicro,2026,Liquid-cooled 800G and 1.6Tb switch platform,networking,by end of GCE,announced,"Furthermore, to support our thermal uh realities of next generation dense AI workload, we are delivering a full liquid core 800G and 1.6 six terabit sheet platform all about uh almost ready for sampling and we can start production by end of GCE to eliminate a traditional third party uh integration delay.",no,FLJHH3ZWEJo
Supermicro,2026,Enhanced SONiC networking operating system,software,,announced,repair our hardware with our own enhanced industry uh standard sonic networking operating system supporting both the community contribution and our full supported enterprise version.,no,FLJHH3ZWEJo
Supermicro,2026,Super Cluster software suite,software,,announced,So after your choice on top of all the networking layer we provide an intelligent software state right our super cluster software suite that including our super cloud composer uh super cloud director supercloud automation center uh super cloud developer console and other software that give you uh Unify a single pane management platform across your data center.,no,FLJHH3ZWEJo
Supermicro,2026,Expanded global on-site deployment and lifecycle support,other,,announced,We don't just ship product.,no,FLJHH3ZWEJo
Supermicro,2026,Six-million-square-foot global manufacturing footprint,other,,announced,So uh even uh three years ago uh our capacity only about two to three million square feet but today global we have six million square feet.,no,FLJHH3ZWEJo
