event,year,date,company,tickers,speaker,announcement,category,summary,key_number,metric_value,metric_unit,ship_quarter,availability,quote,confidence,video_id,video_url
COMPUTEX,2025,2025-05-21,Gigabyte,2376.TW,Leading Edge,Gaming A18 laptop,platform,New larger member of the A-series gaming laptop family with an 18-inch display and productivity-oriented number pad. Gigabyte highlights it as a rare large-screen gaming laptop while retaining a slim portable design.,18in display,18.0,inch,,announced,"It features a sleek portable design with an immersive 18in display, a size that's still very rare in the gam laptop market.",0.81,zcVOAHDAw7c,https://www.youtube.com/watch?v=zcVOAHDAw7c
COMPUTEX,2025,2025-05-21,Gigabyte,2376.TW;NVDA;AMD,Leading Edge,Aero X16 laptop,platform,"New thin-and-light AI laptop combining RTX AI and Ryzen AI for mobile edge AI and creator workflows. It emphasizes portability, local AI features, and long battery life.",up to 14 hours,14.0,hours,,announced,Thanks to our G power gear light use scenarios can now stretch back to life up to 14 hours.,0.76,zcVOAHDAw7c,https://www.youtube.com/watch?v=zcVOAHDAw7c
COMPUTEX,2025,2025-05-21,Gigabyte,2376.TW,Leading Edge,2025 AI gaming monitor lineup,platform,"New Gigabyte gaming-monitor lineup with AI tactical, picture-optimization, and OLED protection features. The range spans LCD IPS through OLED panels and refresh rates up to 500Hz.",500 Hz,500.0,Hz,,announced,"This year, Gigabyte is bringing an all new lineup of gaming monitors with a high refresh rate from 200 hertz to incredible 500 Hz and based on different types of panels from conventional LCD IPS to stunning OLED.",0.86,zcVOAHDAw7c,https://www.youtube.com/watch?v=zcVOAHDAw7c
COMPUTEX,2025,2025-05-21,Gigabyte,2376.TW,Leading Edge,Three-year OLED monitor burn-in warranty,other,Gigabyte committed to covering OLED monitor products with a three-year warranty that includes burn-in. The warranty is tied to the company’s AI OLED Care protection system.,,3.0,years,,announced,That's why we are confident enough to back all the OLED monitor product with a full three years warranty including burning.,0.86,zcVOAHDAw7c,https://www.youtube.com/watch?v=zcVOAHDAw7c
COMPUTEX,2025,2025-05-21,Gigabyte,2376.TW;AMD,Leading Edge,AORUS AI X870 series motherboards,platform,New AI-enabled AMD X870 motherboard series with onboard AI-oriented silicon and user-experience features. It is positioned as Gigabyte’s most advanced AMD AM5 board family for Ryzen 9000 and X3D CPUs.,,,,,announced,So that's why we are proud to introduce all new ORS AI X70 series motherboards XA70 A3 series.,0.78,zcVOAHDAw7c,https://www.youtube.com/watch?v=zcVOAHDAw7c
COMPUTEX,2025,2025-05-21,Gigabyte,2376.TW;AMD,Leading Edge,X3D Turbo Mode 2,software,AI-assisted performance profile for AMD X3D CPUs on Gigabyte motherboards that dynamically tunes performance based on workload and thermals. Gigabyte claims strong gains in CPU-intensive games and overall advantage versus competing profiles.,up to a 35% advantage,35.0,percent,,announced,"Altogether, that gives Gigabyte up to a 35% advantage compared to competing offerings, making X3D Turbo 2 the most powerful A3D profile in the market.",0.84,zcVOAHDAw7c,https://www.youtube.com/watch?v=zcVOAHDAw7c
COMPUTEX,2025,2025-05-21,Gigabyte,2376.TW,Leading Edge,M.2 Easy Flex,other,New motherboard SSD thermal-contact mechanism that provides height flexibility between the SSD and heatsink. It is designed to improve SSD cooling consistency across different drive types.,12° lowerer temperature,12.0,degC,,announced,This ensures better contact for all SSD types resulting in a 12° lowerer temperature than standard designs.,0.82,zcVOAHDAw7c,https://www.youtube.com/watch?v=zcVOAHDAw7c
COMPUTEX,2025,2025-05-21,Gigabyte,2376.TW,Leading Edge,Driver BIOS,software,Gigabyte motherboard BIOS feature embedding the Wi-Fi driver directly into BIOS to enable wireless connectivity immediately after Windows installation. It targets a common PC-building pain point by removing USB or manual driver-install steps.,64 MB BIOS chip,64.0,MB,,announced,"We've embedded the Wi-Fi driver directly into a 64 MB BIOS chip, which is twice large than before, and no more complicated steps.",0.84,zcVOAHDAw7c,https://www.youtube.com/watch?v=zcVOAHDAw7c
COMPUTEX,2025,2025-05-21,Gigabyte,2376.TW;INTC,Leading Edge,Ultra Turbo Mode for Intel Z890 motherboards,software,"New Intel-platform performance enhancement mode for Gigabyte Z890 motherboards. It is positioned as Gigabyte’s strongest factory-setting uplift for Intel enthusiasts, including compute and memory optimization.",38% performance boost,38.0,percent,,announced,"For our Intel enthusiasts, we're excited to introduce Ultra Turbo Mode, our most powerful performance enhancement yet for Intel platforms.",0.81,zcVOAHDAw7c,https://www.youtube.com/watch?v=zcVOAHDAw7c
COMPUTEX,2025,2025-05-21,Gigabyte,2376.TW;AMD;CRSR,Leading Edge,Project Stealth X870 and B850 motherboards,platform,"New reverse-connector Project Stealth motherboard additions for AMD X870 and B850 platforms, designed for clean cableless builds and broader case compatibility. Gigabyte says it is working with chassis partners to ensure ecosystem integration.",,,,,announced,"Ladies and gentlemen, introducing the latest addition of project sales X70 over sales size and BA50 over sales size.",0.72,zcVOAHDAw7c,https://www.youtube.com/watch?v=zcVOAHDAw7c
COMPUTEX,2025,2025-05-20,MediaTek,2454.TW;TSM,Rick Tsai,First 2nm high-volume chip tapeout,roadmap,"MediaTek committed to tape out its first 2nm high-volume chip in September 2025, signaling its move to the next leading-edge TSMC process generation for future flagship silicon.",2 nanometer,2.0,nm,2025Q3,roadmap,We will be taping out our first 2 nanometer divide in September this year.,0.9,65rTbTU1Ak8,https://www.youtube.com/watch?v=65rTbTU1Ak8
COMPUTEX,2025,2025-05-20,MediaTek,2454.TW,Rick Tsai,Dimensity 9500 and 9600 roadmap,roadmap,"MediaTek committed to annual follow-ons to its Dimensity 9400 flagship mobile SoC line, naming the 9500 and 9600 as upcoming generations.",,,,,roadmap,"And I guarantee you, you will see 95 hundred, 96 hundred coming up every year, like a clock.",0.78,65rTbTU1Ak8,https://www.youtube.com/watch?v=65rTbTU1Ak8
COMPUTEX,2025,2025-05-20,MediaTek,2454.TW,Rick Tsai,MediaTek Edge AI model ecosystem,software,"MediaTek announced that more than 540 AI models now run on its edge platforms spanning mobile through automotive, underscoring developer ecosystem breadth for on-device AI.",more than 540 AI models,540.0,count,,announced,"We now have more than 540 AI models on our Edge platforms, all the way from mobile to automotive.",0.88,65rTbTU1Ak8,https://www.youtube.com/watch?v=65rTbTU1Ak8
COMPUTEX,2025,2025-05-20,MediaTek,2454.TW;NVDA,Rick Tsai,MediaTek IoT AI models with NVIDIA TAO,partnership,"MediaTek said its IoT platforms support more than 100 AI models through collaboration with NVIDIA's TAO platform, strengthening edge-AI deployment for IoT devices.",more than 100 models,100.0,count,,announced,"In addition, we have also, for instance, for the IoT platforms, we have more than 100 models, through the collaboration with MVDERS, T-A-O platforms.",0.82,65rTbTU1Ak8,https://www.youtube.com/watch?v=65rTbTU1Ak8
COMPUTEX,2025,2025-05-20,MediaTek,2454.TW;MSFT,Rick Tsai,Dimensity 9400+ deep reasoning AI support,software,"MediaTek highlighted deep-reasoning model capability built into the Dimensity 9400+ mobile SoC, including a 3.8B-parameter reasoning model example for on-device agentic AI use cases.",3.8 billion parameter,3.8,B parameters,,announced,But the important thing is that the deep reasoning capability is already built in our 9400 plus chips.,0.75,65rTbTU1Ak8,https://www.youtube.com/watch?v=65rTbTU1Ak8
COMPUTEX,2025,2025-05-20,MediaTek,2454.TW;TSM;GOOGL,Rick Tsai,Kompanio Ultra Chromebook SoC,platform,"MediaTek announced Kompanio Ultra for high-end AI Chromebooks, built on TSMC 3nm with 50 TOPS AI compute and up to 20 hours of battery life.",50 tops,50.0,TOPS,,announced,This chip. Compendial Ultra is made in TSMC 3902 process. 50 tops of AI computing capability.,0.86,65rTbTU1Ak8,https://www.youtube.com/watch?v=65rTbTU1Ak8
COMPUTEX,2025,2025-05-20,MediaTek,2454.TW,Rick Tsai,Genio 720 IoT chip,platform,"MediaTek announced its latest Genio 720 IoT chip for AI-enabled edge devices across personal, enterprise, industrial, and robotics applications.",,,,,announced,We have our latest Junior 720 chip.,0.76,65rTbTU1Ak8,https://www.youtube.com/watch?v=65rTbTU1Ak8
COMPUTEX,2025,2025-05-20,MediaTek,2454.TW;NVDA,Rick Tsai,MediaTek CX1 automotive super cockpit SoC,platform,"MediaTek announced CX1, an automotive super-cockpit SoC co-developed with NVIDIA that combines MediaTek CPU technology with NVIDIA RTX graphics and AI acceleration for mainstream-to-flagship vehicles. MediaTek said silicon is already with a customer and will run in a real car soon.",,,,,sampling,"This chip, we call, we call that CX1.",0.9,65rTbTU1Ak8,https://www.youtube.com/watch?v=65rTbTU1Ak8
COMPUTEX,2025,2025-05-20,MediaTek,2454.TW;TSM,Rick Tsai,MediaTek AI ASIC custom silicon platform,accelerator,"MediaTek announced a data-center custom silicon push focused on AI accelerator ASICs for cloud customers, leveraging advanced nodes, chiplets, HBM, and high-speed interconnect IP.",,,,,announced,"One is a customer silicon. What do we call ASIC? AI chip, mostly for the accelerators.",0.8,65rTbTU1Ak8,https://www.youtube.com/watch?v=65rTbTU1Ak8
COMPUTEX,2025,2025-05-20,MediaTek,2454.TW,Rick Tsai,MediaTek 448G interconnect roadmap,networking,"MediaTek said its high-speed interconnect is already 224G proven and moving to 448G soon, a key capability for AI accelerator and data-center ASIC designs.",448G,448.0,G,,roadmap,"Interconnect, as I said, now 224G proven. You were moving into a 448G very soon.",0.84,65rTbTU1Ak8,https://www.youtube.com/watch?v=65rTbTU1Ak8
COMPUTEX,2025,2025-05-20,MediaTek,2454.TW,Rick Tsai,MediaTek M-link die-to-die IP with UCIe support,networking,"MediaTek announced its proprietary high-speed, low-power M-link die-to-die IP while also supporting UCIe, giving AI ASIC customers both proprietary and industry-standard chiplet interconnect options.",,,,,announced,"MediaTack has our own proprietary high-speed low power M-link IP, but we also delay and support the industry standard UCIE.",0.86,65rTbTU1Ak8,https://www.youtube.com/watch?v=65rTbTU1Ak8
COMPUTEX,2025,2025-05-20,MediaTek,2454.TW;NVDA,Rick Tsai,MediaTek participation in NVIDIA NVLink Fusion,partnership,"MediaTek announced it is an early partner in NVIDIA's NVLink Fusion model, aiming to pair MediaTek-designed ASIC silicon with NVIDIA's NVLink chiplet to deliver differentiated AI infrastructure with lower TCO and faster time to market.",,5.0,generation,,announced,"MediaTack is very, very, very happy to be one of the early partners with Nvidia in this model.",0.9,65rTbTU1Ak8,https://www.youtube.com/watch?v=65rTbTU1Ak8
COMPUTEX,2025,2025-05-20,MediaTek,2454.TW;NVDA;ARM,Rick Tsai,MediaTek CPU for NVIDIA DGX Spark,cpu,"MediaTek announced its role in NVIDIA DGX Spark, providing a 20-core Arm CPU connected to NVIDIA Blackwell via chip-to-chip NVLink for a desktop AI supercomputer platform.",20 core ARM CPU,20.0,count,,announced,"Together with Nvidia, MediaTack, Deline, a CBO, a 20 core ARM CPU.",0.88,65rTbTU1Ak8,https://www.youtube.com/watch?v=65rTbTU1Ak8
COMPUTEX,2025,2025-05-19,NVIDIA,NVDA;2357.TW;2377.TW,Jensen Huang,GeForce RTX 5060,gpu,NVIDIA introduced the GeForce RTX 5060 as a new consumer GPU shown driving real-time ray-traced graphics with DLSS neural rendering. It matters as the lower-tier RTX 50-series expands Blackwell-era AI graphics into broader PC and laptop form factors.,one out of 10 pixels,10.0,count,,announced,This is a brand new GeForce 5060 RTX 5060.,0.86,ly2aznIb3zg,https://www.youtube.com/watch?v=ly2aznIb3zg
COMPUTEX,2025,2025-05-19,NVIDIA,NVDA,Jensen Huang,Grace Blackwell GB300,platform,"NVIDIA announced a Q3 2025 upgrade from GB200 to Grace Blackwell GB300, keeping the same system footprint while upgrading the Blackwell chips, HBM capacity, and networking. The key implication is higher inference throughput without requiring partners to redesign the chassis or infrastructure.",,1.5,x,2025Q3,announced,And this this year in Q3 we'll upgrade to Grace Blackwell GB300.,0.95,ly2aznIb3zg,https://www.youtube.com/watch?v=ly2aznIb3zg
COMPUTEX,2025,2025-05-19,NVIDIA,NVDA;2317.TW;TSM,Jensen Huang,Taiwan AI supercomputer,partnership,"NVIDIA, Foxconn, Taiwan's government, and TSMC committed to build a giant AI supercomputer in Taiwan for local AI infrastructure and ecosystem development. This is a sovereign/industrial AI infrastructure commitment anchored by Taiwan's leading manufacturing and semiconductor players.",,,,,announced,"And so today we're announcing that Foxcon, Taiwan, the Taiwanese government, Nvidia, TSMC, we're going to build the first giant AI supercomputer here for the AI infrastructure in the AI ecosystem of Taiwan.",0.96,ly2aznIb3zg,https://www.youtube.com/watch?v=ly2aznIb3zg
COMPUTEX,2025,2025-05-19,NVIDIA,NVDA;3661.TW;ALAB;MRVL;2454.TW;QCOM;CDNS;SNPS,Jensen Huang,NVIDIA NVLink Fusion,networking,"NVIDIA announced NVLink Fusion, an open semi-custom AI infrastructure approach that lets customers integrate custom CPUs, ASICs, TPUs, and accelerators into NVIDIA's NVLink scale-up ecosystem. This broadens NVLink from an NVIDIA-only fabric into a partner-enabled platform for heterogeneous AI factories.",,,,,announced,And so today we're announcing the MVLink Fusion.,0.97,ly2aznIb3zg,https://www.youtube.com/watch?v=ly2aznIb3zg
COMPUTEX,2025,2025-05-19,NVIDIA,NVDA;DELL;HPE;2357.TW;2377.TW;2376.TW,Jensen Huang,DGX Spark,server,"NVIDIA said DGX Spark, a personal AI supercomputer for AI-native developers, is in full production and expected to be available shortly. It brings DGX1-class stated performance and memory capacity into a desktop-scale system for prototyping and local AI development.",one pedlops and 128 gigabytes,128.0,GB,in a few weeks,shipping,DGX Spark will be ready will be available shortly probably in a few weeks.,0.92,ly2aznIb3zg,https://www.youtube.com/watch?v=ly2aznIb3zg
COMPUTEX,2025,2025-05-19,NVIDIA,NVDA;DELL;HPE;2357.TW;2376.TW;2377.TW,Jensen Huang,DGX Station,server,NVIDIA announced a new deskside DGX Station personal supercomputer available through major OEM and workstation partners. It is positioned as the highest-performance system that can run from a wall socket and is intended to run trillion-parameter AI models locally.,,1000000000000.0,parameters,,announced,And this is a DGX station.,0.9,ly2aznIb3zg,https://www.youtube.com/watch?v=ly2aznIb3zg
COMPUTEX,2025,2025-05-19,NVIDIA,NVDA,Jensen Huang,RTX Pro Enterprise and Omniverse Server,server,"NVIDIA announced the RTX Pro Enterprise and Omniverse Server, an x86-compatible enterprise AI system built around Blackwell RTX Pro GPUs for AI agents, Omniverse, virtualization, and conventional enterprise workloads. NVIDIA said the RTX Pro server is already in volume production across partners, signaling a broad enterprise go-to-market push.",four times the state-of-the-art H100,4.0,x,,shipping,"Okay, it's going to it's a our RTX Pro server is in volume production across all of our partners in the industry.",0.91,ly2aznIb3zg,https://www.youtube.com/watch?v=ly2aznIb3zg
COMPUTEX,2025,2025-05-19,NVIDIA,NVDA,Jensen Huang,ConnectX-8,networking,NVIDIA announced CX8 as a new category of switching-first networking chip for RTX Pro servers and enterprise AI systems. It enables high-bandwidth GPU-to-GPU and east-west traffic inside enterprise AI servers.,800 gigabits per second,800.0,Gbps,,shipping,This is now in volume production.,0.88,ly2aznIb3zg,https://www.youtube.com/watch?v=ly2aznIb3zg
COMPUTEX,2025,2025-05-19,NVIDIA,NVDA;DELL;IBM;NTAP,Jensen Huang,NVIDIA AI Data Platform and AIQ,software,"NVIDIA announced an AI storage/data platform with AIQ semantic query software for unstructured enterprise data. It targets retrieval, embedding, indexing, search, and ranking workloads by putting GPU compute in front of storage systems.",15 times faster,15.0,x,,announced,And this is the NVIDIA AI data platform.,0.86,ly2aznIb3zg,https://www.youtube.com/watch?v=ly2aznIb3zg
COMPUTEX,2025,2025-05-19,NVIDIA,NVDA;GOOG;DIS,Jensen Huang,Newton physics engine,software,"NVIDIA, Google DeepMind, and Disney Research partnered on Newton, a GPU-accelerated, differentiable physics engine for robotics simulation. NVIDIA committed to open-source it in July, making it a concrete software deliverable for physical AI and robot training.",,,,2025Q3,announced,It's going to be open sourced in July.,0.95,ly2aznIb3zg,https://www.youtube.com/watch?v=ly2aznIb3zg
COMPUTEX,2025,2025-05-19,NVIDIA,NVDA,Jensen Huang,Jetson Thor,platform,"NVIDIA announced that Jetson Thor, a robotic processor platform for humanoids and autonomous systems, has started production. It serves as the on-robot compute foundation for the Isaac GR00T robotics stack.",,,,,shipping,And Isaac Group platform starts with a brand new computer called Jetson Thor.,0.9,ly2aznIb3zg,https://www.youtube.com/watch?v=ly2aznIb3zg
COMPUTEX,2025,2025-05-19,NVIDIA,NVDA,Jensen Huang,Isaac GR00T N1.5,software,"NVIDIA announced that Isaac GR00T N1.5, a pretrained robotics model, is now open source. The release gives robotics developers access to NVIDIA's model and tooling for humanoid robot learning.","6,000 times",6000.0,count,,GA,And so today we're announcing that Isaac Groot N1.5 is now open sourced and it's open to the world to use.,0.94,ly2aznIb3zg,https://www.youtube.com/watch?v=ly2aznIb3zg
COMPUTEX,2025,2025-05-19,NVIDIA,NVDA,Jensen Huang,GR00T Dreams blueprint,software,"NVIDIA announced GR00T Dreams, a Cosmos-based blueprint for generating large-scale synthetic trajectory data from limited human demonstrations. The goal is to reduce the data bottleneck in robot training by amplifying teleoperation examples into many action trajectories.",,,,,announced,"Groot dreams is a blueprint built on Cosmos for large-scale synthetic trajectory data generation, a realtoreal data workflow.",0.89,ly2aznIb3zg,https://www.youtube.com/watch?v=ly2aznIb3zg
COMPUTEX,2025,2025-05-19,NVIDIA,NVDA,Jensen Huang,NVIDIA Constellation Taiwan office,other,NVIDIA announced a new Taiwan office called NVIDIA Constellation as a concrete expansion commitment tied to its growing local engineering base and partnerships. This is an infrastructure/real-estate commitment rather than a chip product.,,,,,announced,And so I'm going to build them a brand new NVIDIA Taiwan office and it's called Nvidia Constellation.,0.93,ly2aznIb3zg,https://www.youtube.com/watch?v=ly2aznIb3zg
COMPUTEX,2025,2025-05-19,Qualcomm,QCOM,Cristiano Amon,Fortnite on Snapdragon X Elite,software,"Epic Games' Fortnite is coming to Windows PCs powered by Snapdragon, expanding the gaming catalog for Snapdragon X Elite devices. This matters because major anti-cheat-enabled games have been a key compatibility hurdle for Windows on Arm gaming adoption.",,,,2025,announced,"And of course, I have an announcement. You know, uh, Fortnite is going to be coming to Snapdragon as well, and it's going to be a great gaming experience on Snapdragon X Elite running on on Arduino GPU.",0.94,EdrS3Zq3zFQ,https://www.youtube.com/watch?v=EdrS3Zq3zFQ
COMPUTEX,2025,2025-05-19,Qualcomm,QCOM,Cristiano Amon,Easy Anti-Cheat for Windows on Snapdragon,software,Qualcomm and Epic Games are working to bring Easy Anti-Cheat support to Windows on Snapdragon. This could unlock a wider range of multiplayer PC games on Snapdragon-based Windows devices.,,,,,announced,"Um, we also working with Epic Games uh to bring easy anti-cheat to Windows on Snapdragon.",0.9,EdrS3Zq3zFQ,https://www.youtube.com/watch?v=EdrS3Zq3zFQ
COMPUTEX,2025,2025-05-19,Qualcomm,QCOM;HPQ,Cristiano Amon,HP OmniBook 5 powered by Snapdragon,platform,"HP announced the OmniBook 5 powered by Snapdragon X and X Plus, positioning it as a mainstream AI PC with thin 16-inch design, long battery life, and OLED. The launch broadens Snapdragon AI PC penetration into mainstream consumer notebooks.",16-inch,16.0,inch,,announced,We're very excited today to announce our Onibook 5 powered by Snapdragon.,0.96,EdrS3Zq3zFQ,https://www.youtube.com/watch?v=EdrS3Zq3zFQ
COMPUTEX,2025,2025-05-19,Qualcomm,QCOM,Cristiano Amon,Snapdragon X series design pipeline,platform,"Qualcomm said Snapdragon X series now has more than 85 designs launched or in development, with line of sight to about 100 designs by next year. This is a concrete ecosystem traction update for Windows on Snapdragon AI PCs.",85 plus designs,85.0,count,2026,roadmap,We have now 85 plus designs that are launched or in development with Snapdragon X series.,0.9,EdrS3Zq3zFQ,https://www.youtube.com/watch?v=EdrS3Zq3zFQ
COMPUTEX,2025,2025-05-19,Qualcomm,QCOM,Cristiano Amon,Context on-device agentic AI model,software,"Qualcomm introduced Context, an agentic AI model that runs entirely on device using Snapdragon's NPU and uses local laptop files to perform tasks such as search, organization, presentations, and communications. It highlights Qualcomm's push to make private on-device AI agents a core Snapdragon PC use case.",,,,,announced,"Let me introduce you to Context, the world's first agentic AI model that runs entirely on device using Snapdragon's NPU.",0.93,EdrS3Zq3zFQ,https://www.youtube.com/watch?v=EdrS3Zq3zFQ
COMPUTEX,2025,2025-05-19,Qualcomm,QCOM;ADBE,Cristiano Amon,Adobe Premiere Pro NPU features for Snapdragon X series,software,Adobe Premiere Pro is adding Snapdragon NPU-powered AI features such as scene edit detection and audio category tagging on Snapdragon X series laptops. This validates NPU acceleration for creator workflows on Windows on Snapdragon.,,,,,announced,"And these are some of Premiere Pro's first features powered by Snapdragon's MPU, delivering its best Windows experience yet.",0.86,EdrS3Zq3zFQ,https://www.youtube.com/watch?v=EdrS3Zq3zFQ
COMPUTEX,2025,2025-05-19,Qualcomm,QCOM,Cristiano Amon,Docker Model Runner on Snapdragon,software,"Docker announced Docker Model Runner support for Snapdragon-based systems, enabling developers to run AI models locally on Snapdragon PCs without complex setup. This strengthens the developer tooling ecosystem for edge AI on Snapdragon X devices.",,,,,announced,"And today, we're bringing that functionality to systems based on Snapdragon's processors.",0.91,EdrS3Zq3zFQ,https://www.youtube.com/watch?v=EdrS3Zq3zFQ
COMPUTEX,2025,2025-05-19,Qualcomm,QCOM,Cristiano Amon,Docker Desktop for Snapdragon X processors and NPUs,software,Docker said it is bringing Docker Desktop to Snapdragon X processors and NPUs. The move supports local AI application development on Arm-based Windows laptops and desktops.,,,,,announced,"This is why we're so excited to be bringing Docker Desktop to Snapdragon X processors and MPUs, which have amazing power and cost characteristics.",0.9,EdrS3Zq3zFQ,https://www.youtube.com/watch?v=EdrS3Zq3zFQ
COMPUTEX,2025,2025-05-19,Qualcomm,QCOM;2395.TW,Cristiano Amon,Qualcomm-Advantech industrial PC announcement,partnership,"Qualcomm previewed a significant industrial PC announcement with Advantech focused on bringing Snapdragon AI PC technologies into industrial settings such as process control, asset monitoring, computer vision, and predictive maintenance. Details were deferred to a later announcement in the same day.",,,,,announced,Pay attention to those. That's going to be a significant announcement we're doing with our great partner Advent in about an hour from now.,0.72,EdrS3Zq3zFQ,https://www.youtube.com/watch?v=EdrS3Zq3zFQ
COMPUTEX,2025,2025-05-19,Qualcomm,QCOM,Cristiano Amon,Next Snapdragon PC chip at Snapdragon Summit 2025,roadmap,"Qualcomm committed to revealing its next PC chip at Snapdragon Summit 2025, promising another performance breakthrough. This is a roadmap commitment for the next generation of Snapdragon AI PC silicon.",,,,,roadmap,you're going to see the next uh thing that we've been working on the next chip for PC and we are going to provide another breakthrough in performance.,0.88,EdrS3Zq3zFQ,https://www.youtube.com/watch?v=EdrS3Zq3zFQ
COMPUTEX,2025,2025-05-19,Qualcomm,QCOM,Cristiano Amon,Qualcomm data center expansion,roadmap,"Qualcomm announced it is expanding into the data center, citing CPU IP for AI-centric data centers and low-power inference clusters. Product details were not disclosed, but the company committed that products will be discussed soon.",,,,,roadmap,I think it's probably saw uh the Nvidia keynote. And we have been busy and I just want to tell you we are expanding into the data center.,0.83,EdrS3Zq3zFQ,https://www.youtube.com/watch?v=EdrS3Zq3zFQ
COMPUTEX,2025,2025-05-19,Supermicro,SMCI,Charles Liang,DLC2 liquid cooling solution,platform,"Supermicro introduced its next-generation DLC2 direct liquid cooling solution for AI data centers, targeting lower power and water use, lower noise, and operation with warmer facility water. It matters because liquid cooling efficiency is becoming a key constraint for dense GPU rack deployments.",up to 40% saving,40.0,%,,announced,With our data center billing brow solution especially with DLC2 we help you and your customer achieve up to again 40% saving in power and hard while enhance the system the data center availability and performance.,0.93,VOdVO7qMzZs,https://www.youtube.com/watch?v=VOdVO7qMzZs
COMPUTEX,2025,2025-05-19,Supermicro,SMCI,Charles Liang,PG DLC2 coolant,other,"Supermicro announced a new PG DLC2 coolant formulation to ship with DLC2 systems, emphasizing higher electrical impedance and better thermal conductivity. This is intended to improve reliability and safety for liquid-cooled CPU/GPU data centers.","1,000 time higher electrical impedance",1000.0,x,,announced,"The new cooling have 1,000 time higher electrical impedance while with better thermal conductivity.",0.9,VOdVO7qMzZs,https://www.youtube.com/watch?v=VOdVO7qMzZs
COMPUTEX,2025,2025-05-19,Supermicro,SMCI,Charles Liang,Data Center Building Block Solution,platform,"Supermicro officially announced a data center building-block solution spanning systems, racks, cooling, power, networking, deployment services, and management software. The goal is to let customers assemble AI data centers faster from pre-integrated components rather than sourcing each subsystem separately.","5,000 rack per month",5000.0,racks_per_month,,GA,Our DCPBS solution are fully optimized and ready to high volume deployment about now about now.,0.88,VOdVO7qMzZs,https://www.youtube.com/watch?v=VOdVO7qMzZs
COMPUTEX,2025,2025-05-19,Supermicro,SMCI,Charles Liang,"Global 5,000-rack-per-month production capacity",server,"Supermicro committed to large-scale rack production capacity, citing its Malaysia campus plus ongoing capacity growth in the US, Europe, and Taiwan. This is a concrete manufacturing-capacity commitment for AI rack deployments.","5,000 rack per month",5000.0,racks_per_month,,GA,"So co first composer service so with global production capacity of 5,000 rack per month now with our new Malaysia campus fully operational for large scale production today alongside continual capacity growth in US, Europe and Taiwan.",0.86,VOdVO7qMzZs,https://www.youtube.com/watch?v=VOdVO7qMzZs
COMPUTEX,2025,2025-05-19,Supermicro,SMCI,Charles Liang,Dry cooling tower for DLC2 data centers,other,"Supermicro said it will offer a dry tower option for data center liquid-cooling deployments, positioned as a waterless alternative to a water tower. This expands its cooling infrastructure portfolio within the building-block solution.",,,,next few weeks,announced,"You want uh a tower without water, we have a dry tower for you very soon in next few weeks.",0.82,VOdVO7qMzZs,https://www.youtube.com/watch?v=VOdVO7qMzZs
COMPUTEX,2025,2025-05-19,Supermicro,SMCI,Charles Liang,Chiller product line,other,"Supermicro announced a new chiller product line for data center deployments, with multiple options expected within months. This adds another facility-level cooling component to its AI data center infrastructure stack.",,,,next few months,announced,And we offer you variety of chi in next few sorry next few months this time in not next few weeks because a new product line but will be available in next few months.,0.76,VOdVO7qMzZs,https://www.youtube.com/watch?v=VOdVO7qMzZs
COMPUTEX,2025,2025-05-19,Supermicro,SMCI;NVDA,Charles Liang,B200 DLC2 solution,server,Supermicro said its DLC2-cooled NVIDIA B200 solution would be ready to ship imminently. This ties the new cooling platform directly to Blackwell-class GPU server deployments.,,,,next week,announced,We'll be ready to ship uh this will be ready for B200 next week.,0.84,VOdVO7qMzZs,https://www.youtube.com/watch?v=VOdVO7qMzZs
COMPUTEX,2025,2025-05-19,Supermicro,SMCI;NVDA,Charles Liang,B300 DLC2 solution,server,Supermicro committed to a DLC2-cooled NVIDIA B300 solution on a near-term roadmap. This provides a planned path from B200 liquid-cooled systems to next-generation B300 deployments.,,,,within a quarter,roadmap,B300 DLC2 hopefully within a quarter hopefully,0.78,VOdVO7qMzZs,https://www.youtube.com/watch?v=VOdVO7qMzZs
COMPUTEX,2025,2025-05-19,Supermicro,SMCI;NVDA,Charles Liang,B300 air-cooled system,server,"Supermicro said its air-cooled NVIDIA B300 system would be ready within 30 days, giving customers an alternative to liquid-cooled B300 configurations. This indicates near-term availability for Blackwell successor-class air-cooled server designs.",next 30 days,30.0,days,next 30 days,announced,Will be ready in next 30 days.,0.77,VOdVO7qMzZs,https://www.youtube.com/watch?v=VOdVO7qMzZs
COMPUTEX,2025,2025-05-19,Supermicro,SMCI;NVDA,Charles Liang,B200 HGX 4U DLC2 system,server,"Supermicro announced a B200 HGX 4U system using DLC2 cooling, highlighting low-noise operation and a ramp from small to high volume. This is a specific Blackwell server form factor tied to the new cooling platform.",50 dB noise level,50.0,dB,"small volume in one months, high volume in two months",announced,Other than that we have a you know B21 uh HGX4U uh with our DLC2 uh uh kind of uh 50 dB noise level.,0.79,VOdVO7qMzZs,https://www.youtube.com/watch?v=VOdVO7qMzZs
COMPUTEX,2025,2025-05-19,Supermicro,SMCI;AMD,Charles Liang,MI350 air-cooled system,server,"Supermicro referenced an AMD MI350-class air-cooled system with a two-month shipping timeline. The transcript is garbled, but it appears to be a concrete availability update for an AMD accelerator server.",,2.0,months,two months,announced,and then uh MS3 350 uh AUAC shipping in two months.,0.58,VOdVO7qMzZs,https://www.youtube.com/watch?v=VOdVO7qMzZs
