event_year,company,ticker,announcement,category,summary,key_number,ship_quarter,availability,quote,confidence,verdict,ticker_ok,number_ok,audit_note,series,lang,n_sources,video_url
2024,ATEN,,ATEN VW3620 Video Wall Processor,platform,"ATEN introduced the VW3620 video wall processor for control rooms, transportation hubs, boardrooms, broadcast studios, museums, and exhibitions. It uses FPGA-based scaling, frame sync, hot-swappable I/O, redundant control and power, and multi-canvas support to improve video wall reliability and visualization flexibility.",16 pieces of content per display,,announced,effortlessly manage windows with overlapping overlay up to four and fuse 16 pieces of content per display,0.86,recap,True,True,"Known product feature, not new launch",unboxing,en,1,https://www.youtube.com/watch?v=itpVOCpoZxE
2024,AUO,2409.TW,AUO EnLink energy management platform,platform,"AUO described EnLink as an energy management platform for solar, storage, EV charging, contract-capacity management, and smart scheduling. The platform is positioned to help enterprises optimize green-energy use and avoid exceeding contracted power capacity.",,,announced,"So, moving on to our EnLink
energy management,
which we just discussed,
we have innovative energy solutions,
focusing on energy efficiency and storage.",0.82,recap,True,True,EnLink discussed as existing AUO solution.,keynote_forum,en,1,https://www.youtube.com/watch?v=hacsIEjTZiM
2024,AUO,2409.TW,AUO customer solar-plus-storage factory deployment,partnership,AUO said a confirmed customer plan for a solar-plus-storage deployment at an export/logistics factory will begin construction around late 2024 or early 2025. The project is tied to carbon-reduction supply-chain requirements and local volume-incentive benefits.,,2024Q4/2025Q1,announced,It's expected to start construction by the end of this year or early next year.,0.78,unsupported,True,True,Quote only gives construction timing,keynote_forum,en,1,https://www.youtube.com/watch?v=hacsIEjTZiM
2024,Automatic,,Semiconductor model based on Llama 3,software,Automatic committed to announce a specialized semiconductor AI model built on an open-source foundation model such as Llama 3. The model is intended to add domain knowledge about semiconductor physics and chemistry above generic LLMs.,,,roadmap,the benefits to companies and this is why very soon we'll be announcing a semiconductor model based on an open-source model such as llama 3,0.84,vision_only,True,True,"Future announcement, not unveiled now",keynote_forum,en,1,https://www.youtube.com/watch?v=NqDU7wA6msg
2024,AWS,,Amazon Q,software,Enterprise generative-AI assistant for extracting insights from company databases and helping development teams build code. AWS positioned it as a new tool for enterprises to turn data into business value.,,,announced,last but not least we just launched this uh Amazon Q which is a Enterprise level generative AI powered uh assistant which actually help a lot of U companies to kind of like create insights from their database and also for the development team um it actually helps a lot in terms of the building their Cod,0.86,recap,False,True,Amazon Q predates COMPUTEX; issuer is AMZN.,keynote_forum,en,1,https://www.youtube.com/watch?v=MnMFJMNbQJE
2024,AWS,,AWS Blackwell cloud instance rollout plan,accelerator,"AWS said it plans to roll out NVIDIA Blackwell-architecture GPUs, including B200, in its cloud very soon. This is a cloud availability commitment for customers seeking early access to Blackwell accelerators without installing their own servers.",,very soon,roadmap,and then for the black black wh architect the new uh uh stuff uh 200 b200 and so on we have planed to roll out those very soon,0.82,real_new,False,True,AWS issuer is Amazon; rollout is vague but concrete.,forum,en,1,https://www.youtube.com/watch?v=7MN7x-SmMGo
2024,AWS,,Meta Llama 3 on Amazon Bedrock rollout,software,AWS said Meta Llama 3 is being rolled out on Amazon Bedrock very soon. This expands Bedrock’s menu of supported foundation models for enterprise customers.,3,very soon,roadmap,and also uh recently you know uh uh MAA announced lammer 3 and it's being roted out by us very soon,0.78,recap,False,True,Llama 3 Bedrock rollout already known,forum,en,1,https://www.youtube.com/watch?v=7MN7x-SmMGo
2024,Blue Ocean Vision,,Blue Ocean Vision Circular Cup Network,platform,"Blue Ocean Vision announced its circular cup rental network, enabling customers to borrow reusable cups from one brand and return them to another. The company said 1,252 retail stores had joined the network as of January 2024.","1,252 retail stores",2024Q1,announced,"in in January 2024 which is this year we have uh 1,252 retail stores have joined our circular cop Network",0.86,recap,True,True,Network participation already existed in January.,keynote_forum,en,1,https://www.youtube.com/watch?v=6x581JzCx5w
2024,Cadence,,Cadence 3D IC design platform,software,"Cadence announced a platform to support the full 3D IC design process, from chiplet design through integration of 3D chips. This targets the shift toward chiplet and 3D IC workflows driven by AI/ML chip complexity.",,,announced,we're happy to uh to announce that we do have a platform that will enable you to uh to go through the entire design process from the chiplet design all the way to the uh integration of your 3D uh chips,0.88,recap,False,True,Cadence is CDNS; 3D-IC platform not new.,keynote_forum,en,1,https://www.youtube.com/watch?v=sHG5vREkluE
2024,Cadence,,Cadence AI platform for AI/ML-assisted design flow,software,"Cadence described its Cadence AI platform as the umbrella for AI/ML-enhanced EDA algorithms across digital, custom, packaging, and multiphysics analysis flows. The platform is positioned to improve design convergence and productivity for complex AI and 3D IC designs.",,,announced,the Cadence AI is basically the overall platform where all the product teams are enhancing their algorithms to put uh machine uh learning models predictions into their platform,0.8,recap,False,True,Cadence.AI platform predates COMPUTEX 2024.,keynote_forum,en,1,https://www.youtube.com/watch?v=sHG5vREkluE
2024,Delta Electronics,2308.TW,Q Wi-Fi,networking,"Delta announced Q Wi-Fi, a quality-of-service-conscious Wi-Fi system using AI coordination and device positioning to make Wi-Fi perform more like private 5G at lower cost. It targets industrial-grade roaming, load balancing, and resilient network operation.",less than 30 millisecond,,announced,Q Wi-Fi develop Q Q Wi-Fi builds this device positioning capability as a first class functionality into every constituent access point and is able to reduce the interapp handover latency from what used to be something like 100 to 150 millisecond down to something like less than 30 millisecond which is comparable to or better than most 5G systems and in addition with the device positioning technology can enable more effective dynamic load balancing among Wi-Fi access point and continuous network operation in even in the presence of planned or unplanned access point shutdown.,0.91,unsupported,False,False,"Quote says less than 3, not 30.",keynote,en,1,https://www.youtube.com/watch?v=iiRie4LmiaA
2024,Delta Electronics,2308.TW,KOTA ADAS stress-testing system,software,"Delta announced KOTA, a virtual test-case generator and remediation loop for ADAS systems. It generates corner cases, identifies whether perception or control caused failures, and creates remedial cases to retrain and improve the ADAS system.",,,announced,Kota is the the test case generator that generate uh supposedly generate this millions and millions of corner test cases and then pray them in the in the virtual environment simulator.,0.88,unsupported,False,True,Quote does not tie KOTA to Delta.,keynote,en,1,https://www.youtube.com/watch?v=iiRie4LmiaA
2024,Delta Electronics,2308.TW,AI data center liquid cooling solutions,platform,"Delta said it has liquid cooling solutions across air-to-liquid, liquid-to-liquid coolant distribution, and immersion cooling for AI data centers. This matters because accelerator power is pushing beyond air cooling and forcing higher-efficiency thermal architectures.",,,announced,"At this point, Delta Electronics has a liquid cooling solution in all three categories.",0.86,recap,True,True,Quote describes existing solution coverage.,keynote,en,1,https://www.youtube.com/watch?v=iiRie4LmiaA
2024,Delta Electronics,2308.TW,End-to-end precision cooling solution for data centers,platform,"Delta committed to developing an end-to-end precision cooling solution for entire data centers, rather than only individual components. This extends Delta’s data-center thermal-management role into more complete system-level offerings.",,,roadmap,We are also working on a endtoend precision cooling solution for the entire data center.,0.84,vision_only,True,True,Only says working on a cooling solution.,keynote,en,1,https://www.youtube.com/watch?v=iiRie4LmiaA
2024,e-peas,,e-peas ultra-low-power energy harvesting IC platform,other,"e-peas pitched its ultra-low-power semiconductor platform spanning energy-harvesting power management, Arm-based microcontrollers, and image sensors, with ICs manufactured in Taiwan. The offering targets longer battery life and ultimately autonomous IoT and sensing devices.",,,announced,what we do is that we develop and commercialize solution integrated circuits manufactured in Taiwan that aim at extending the battery lifetime of devices,0.75,recap,True,True,Generic existing company capability description.,keynote_forum,en,1,https://www.youtube.com/watch?v=M-3vdrCMENg
2024,Ferot BV,,Ferot high-speed wireless communication chips and antennas,networking,"Chips and antennas for extremely high-speed wireless communication, targeting infrastructure, wireless HDMI, and future Wi-Fi-style applications. The company positions the technology as a way to deliver fiber-like gigabit connectivity wirelessly.",,,announced,we can deliver gigabit per second uh internet wirelessly,0.82,unsupported,True,True,Quote lacks chips or antennas support.,keynote_forum,en,1,https://www.youtube.com/watch?v=aSfg7kAITP4
2024,Fidget,,Fidget phygital consumer engagement platform,platform,"A QR/NFC-based platform that adds digital engagement layers to physical consumer packaged goods, especially beauty, healthcare, and supplements. It enables personalized web landing pages, data collection, product-lifecycle engagement, and no-code deployment for brands.",300 paid products,,shipping,got 300 paid products uh project already,0.86,recap,True,True,"Traction already achieved, not new launch.",keynote_forum,en,1,https://www.youtube.com/watch?v=aSfg7kAITP4
2024,Fortune AI,,Safe Swim AI drowning prevention system,software,"An AI-driven drowning prevention system using overhead cameras to monitor swimmers, detect abnormal behaviors, locate potential incidents, and notify lifeguards. It matters because it targets pool safety and lifeguard-shortage problems without underwater cameras or wearables.",within only 10 seconds,,announced,So within only 10 seconds lifeguards can respond,0.93,unsupported,True,True,Product not named in quote,keynote_forum,en,1,https://www.youtube.com/watch?v=aSfg7kAITP4
2024,FSP Group,,5-year minimum stable medical power supply commitment,other,"FSP commits to a minimum five-year stable supply for its medical power supply customers. This matters for medical equipment makers that require long product lifecycles, continuity of supply, and reliable support.",5 years minimum,,announced,we promise stable supply for 5 years minimum and continuously improve our products with the latest technology,0.87,real_new,False,True,"Commitment supported, but issuer ticker omitted.",unboxing,en,1,https://www.youtube.com/watch?v=OrLZpdI5TFA
2024,G.Skill,,Trident Z5 Royal DDR5 memory,memory,G.Skill showed its flagship Trident Z5 Royal DDR5 memory series with customizable RGB lighting and silver or gold mirror-finish heat spreaders. The kit targets high-end overclockable PC builds.,"DDR5 8,400 memory speed",,announced,um one of them is the flagship series Trend Z5 Royal series um it has a crystalin light bar on top for customizable RGV lighting as well as a mirror finish um in silver or gold electroplated uh for the aluminum heat spreader,0.86,unsupported,True,False,"Quote does not mention 8,400 speed",computour,en,1,https://www.youtube.com/watch?v=bdbw6XlZePE
2024,G.Skill,,Trident Z5 Royal DDR5 memory series,memory,"G.Skill showed its flagship Trident Z5 Royal DDR5 memory series with a crystal light bar, customizable RGB, and silver or gold mirror-finish aluminum heat spreaders. The high-end overclockable kit is rated up to DDR5-8400 memory speed.","DDR5 8,400 memory speed",,announced,"this year we're showing off a lot of new products um one of them is the flagship series Trend Z5 Royal series um it has a crystal and light bar on top for customizable RGB lighting as well as a mirror finish um in silver or gold electroplated uh for the aluminum heat spreader so this is one of our high class high-end overclockable uh memory kits um rated up to ddr5 8,400 memory speed",0.86,unsupported,True,False,"Quote supports series, not 8,400 speed",computour,en,1,https://www.youtube.com/watch?v=WHgjqXQ_4CI
2024,Gamdias,AMD,Atlas M1 PC case,other,"Affordable mid-range PC case with three included ARGB PWM fans and an onboard display for CPU, GPU, and airflow/ambient readings. It targets budget builders wanting aesthetics and monitoring without a premium price.",$89.99,,announced,it is the Atlas M1 so this is coming in at about $89.99 but what makes it interesting is that you're given three free food and fans and this onboard temperature reader for CPU GPU and air flow,0.93,misattributed,False,True,Gamdias is not AMD,kol,en,1,https://www.youtube.com/watch?v=fXnW4zyGTHw
2024,Gamdias,AMD,Atlas E1 PC case,other,Lower-cost Atlas-series PC case with three included fans and the same onboard temperature display concept. It brings integrated temperature readout features to a budget case price point.,$69 99,,announced,what I've got right here in front of me is the Atlas E1 and this is going to come in at an even lower price of $69 99,0.92,misattributed,False,True,AMD is not Gamdias issuer.,kol,en,1,https://www.youtube.com/watch?v=fXnW4zyGTHw
2024,Gamdias,AMD,Athena M3 PC case,other,Very low-cost PC case offered around $50 with four included ARGB fans and a white color option mentioned. It is positioned as a super-budget build option with bundled lighting and cooling.,$49.99,,announced,gambus is still producing some very affordable PC cases like their Athena M3 this right now is going to come in at $49.99,0.92,misattributed,False,True,AMD is not Gamdias issuer.,kol,en,1,https://www.youtube.com/watch?v=fXnW4zyGTHw
2024,Gamdias,AMD,Neso P1 Pro PC case,other,"New flagship PC case with tooling and construction changes versus the prior Neso P1, magnetic feet for horizontal placement, included ARGB fans, improved cable management, and a more visible curved pillar design. It targets Gamdias's high-end case segment.",,,announced,this is the nesso P1 Pro this is game DS's new flagship PC case,0.91,misattributed,False,True,Gamdias is not AMD.,kol,en,1,https://www.youtube.com/watch?v=fXnW4zyGTHw
2024,Gamdias,AMD,Budget PC case fans,other,"New affordable PC case fans priced individually or in a three-pack. They are not yet available but are expected soon, targeting value-focused builders.",,,announced,gambas is making some new affordable budget PC case fans these are going to cost about six bucks each or $15 for a three pack,0.9,misattributed,False,True,AMD ticker is not Gamdias,kol,en,1,https://www.youtube.com/watch?v=fXnW4zyGTHw
2024,Gamdias,AMD,Refreshed Helios power supplies,other,"Refreshed budget Helios power supplies with full protection features and DC-to-DC circuit design. The presenter frames them as potential contenders in the budget PSU segment, though pricing was not yet disclosed.",,,announced,now we don't have prices yet but this is some of their new refreshed helos power supplies these come with all of the power supply protections you possibly want on top of a DC to DC circuit design,0.88,misattributed,False,True,AMD ticker unrelated to Gamdias PSUs.,kol,en,1,https://www.youtube.com/watch?v=fXnW4zyGTHw
2024,Gamdias,AMD,Atlas M2 curved-glass PC case,other,Curved-glass version of the Atlas M1 with a curved pillar between the glass panels while retaining the integrated monitor feature. It expands Gamdias's budget-oriented case lineup with a more premium aesthetic option.,,,announced,so for instance that Atlas M1 that I just showed you can now be called the M2 with this curv pillar right here,0.86,misattributed,False,True,AMD ticker is not Gamdias issuer.,kol,en,1,https://www.youtube.com/watch?v=fXnW4zyGTHw
2024,Gamdias,AMD,Chione E4 420 AIO cooler,other,"New all-in-one liquid cooler with a pump-mounted display and three 140 mm fans. At about $135, it aims to deliver display-equipped AIO aesthetics at a lower price than many competing coolers.",$135,,announced,"but here with their coin E4 420 so that is three 140 mm fans this is going to be retail for about
$135 with the display",0.86,misattributed,False,True,AMD ticker wrong; price is quoted.,kol,en,1,https://www.youtube.com/watch?v=fXnW4zyGTHw
2024,Gamdias,AMD,Atlas E1 curved-pillar variant,other,Curved-pillar version of the affordable Atlas E1 case with three included ARGB fans. It offers the dual-glass curved look at a price around or below $80.,around or below $80,,announced,that really affordable Atlas E1 that I just talked about that ALS so now comes with a curved pillar right here and this also should retail for I think just around or below $80,0.78,misattributed,False,True,"Gamdias product, not AMD",kol,en,1,https://www.youtube.com/watch?v=fXnW4zyGTHw
2024,Gigabyte,2376.TW,Gigabyte GB200 NVL72 rack-scale AI supercomputer,server,Gigabyte presented a liquid-cooled GB200 NVL72 rack-scale AI supercomputer built around Nvidia Grace CPUs and Blackwell GPUs connected by NVLink. It targets faster AI inference and LLM training versus Nvidia H100-generation systems.,30 times faster,,announced,it is in reality 36 of nvidia's great CPUs and 72 black well series 3200 gpus connected through MV link to deliver AI influence that is 30 times faster and llm training that is four times faster than the previous generation of nvidia's h100 gpus,0.84,misattributed,False,True,GB200 NVL72 and performance are NVIDIA's.,computour,en,1,https://www.youtube.com/watch?v=p5QRHN-X15U
2024,Google,GOOGL,Gemini 2 million character context expansion,roadmap,Google committed to doubling Gemini's context window from 1 million to 2 million characters by the end of 2024. This would allow Gemini to process more text and information for richer analysis.,2 million characters,2024Q4,roadmap,by the end of this year 1 million character will double into 2 million characters will'll be able to process more texts more information in the system,0.94,recap,True,True,Gemini context expansion pre-announced before Computex.,keynote_forum,en,1,https://www.youtube.com/watch?v=ZWOV6hQFxQs
2024,Google,GOOGL,Gemini 1.5 Flash,software,"Google highlighted Gemini 1.5 Flash, a lighter-weight version of Gemini 1.5 Pro optimized for high-frequency text processing with lower latency and lower cost. It supports long-context processing while reducing compute cost for large-language-model applications.",35 cents US dollar,,announced,Gemini 1.5 flash can provide low latency low cost application and by low cost we means that by providing by inputting 1 million character you the cost is only 35 cents US dollar,0.93,recap,True,True,Gemini 1.5 Flash predated Computex,keynote_forum,en,2,https://www.youtube.com/watch?v=ZWOV6hQFxQs
2024,Google,GOOGL,Circle to Search user-doubling commitment,software,"Google said Circle to Search already has more than 100 million users and committed to doubling that number by the end of 2024. The feature lets users circle text or visual content and automatically receive search results, with auto-translate integrated.",more than 100 million users,2024Q4,announced,more than 100 million users are using Circle to search function already we hope that by the end of this year we can double that number,0.91,vision_only,True,True,"User doubling framed as hope, not commitment.",keynote_forum,en,1,https://www.youtube.com/watch?v=ZWOV6hQFxQs
2024,Google,GOOGL,Gemini 1.5 Pro 2M-character context roadmap,software,"Google committed to doubling Gemini 1.5 Pro’s context window from one million to two million characters by year-end. This matters for long-document, video, and enterprise knowledge-work use cases.",2 million characters,2024Q4,roadmap,another important news is that by the end of this year one million character will double into 2 million characters will be able to process more text more information in the system,0.9,recap,True,True,Gemini 1.5 context expansion was preexisting roadmap.,keynote_forum,en,1,https://www.youtube.com/watch?v=lvSyYMpLhmQ
2024,Google,GOOGL,Chromebook Plus AI platform,platform,"Google announced Chromebook Plus as the next-generation Chromebook with built-in AI features, including Magic Eraser and Adobe Photoshop integration. The platform targets safer cloud-centric PCs with AI-enhanced productivity workflows.",more than 30 AI functions,,announced,now with Chromebook plus there are more than 30 AI functions built in and they will be more Incorporated in future,0.89,recap,True,True,Chromebook Plus AI features predated Computex,keynote_forum,en,1,https://www.youtube.com/watch?v=lvSyYMpLhmQ
2024,Google,GOOGL,Gemini 1.5 Pro,software,"Google said Gemini 1.5 Pro is released and provides better performance, including long-context multimodal analysis for documents and video. The model is positioned as the higher-end Gemini option for advanced users.",1 million character,,GA,now Gemini 1.4 uh 1.5 Pro is about to be uh is released and providing much better performance,0.88,recap,True,False,Gemini 1.5 Pro predated COMPUTEX; number absent.,keynote_forum,en,1,https://www.youtube.com/watch?v=ZWOV6hQFxQs
2024,Google,GOOGL,Gemini smartphone visual-location capability,software,"Google said that by the end of 2024, users will be able to use a smartphone camera or recording of their surroundings and have Gemini identify where they are and provide related location information. This is a planned AI assistant capability for mobile devices.",,2024Q4,roadmap,by the end of this year with your smartphone you can just take pictures or record the environment around you and Gemini will be able to tell you where you are which location is near you or which destination you are and what's the information related to the current location,0.88,vision_only,True,True,"Aspirational Gemini capability, no concrete product launch.",keynote_forum,en,1,https://www.youtube.com/watch?v=ZWOV6hQFxQs
2024,Google,GOOGL,Gems personalized AI assistants,software,"Google announced Gems, personalized generative-AI assistants that can be customized for user needs such as training, kitchen help, or daily-life management. The product is described as being deployed in the near future.",,,announced,personalized gen AI assistant will be uh deployed in the near future we call it gems,0.87,recap,True,True,Gems was already announced before COMPUTEX.,keynote_forum,en,2,https://www.youtube.com/watch?v=ZWOV6hQFxQs
2024,Google,GOOGL,LearnLM,software,Google introduced LearnLM as a newly launched model aimed at personalized learning experiences. It combines research results and learning principles into the model.,,,announced,so our newly launched learn LM allows you to combine the result of the research and some uh research principle in the model to provide a more personalized learning experience,0.86,recap,True,True,LearnLM launched before COMPUTEX.,keynote_forum,en,1,https://www.youtube.com/watch?v=ZWOV6hQFxQs
2024,Google,GOOGL,SynthID open-source watermarking standard,software,"Google described SynthID as a technology for identifying AI-generated content and watermarking AI-generated images, with an intent to open-source it and work with partners such as Microsoft on a standard. This is a concrete responsible-AI content-authenticity initiative.",,,announced,so we will use this open-source technology working also with uh other partners like Microsoft to build a standard,0.84,unsupported,True,True,Quote lacks SynthID or watermarking specifics,keynote_forum,en,1,https://www.youtube.com/watch?v=ZWOV6hQFxQs
2024,Google,GOOGL,Chromebook Plus AI functions,platform,"Google described Chromebook Plus as the next-generation Chromebook platform built for AI, with AI features running in the background to improve user workflows. The platform includes more than 30 built-in AI functions and integrations such as Magic Eraser and Adobe Photoshop.",more than 30 AI functions,,announced,now with Chromebook plus there are more than 30 AI functions built in and they will be more Incorporated in future,0.83,recap,True,True,Chromebook Plus AI features were already announced.,keynote_forum,en,1,https://www.youtube.com/watch?v=ZWOV6hQFxQs
2024,Google,GOOGL,Gemini on MediaTek Dimensity 9300 and 8300,partnership,"Google said MediaTek's 9300 and 8300 chipsets are using Google's Gemini function, extending Gemini deployment beyond OnePlus and OPPO devices. This indicates on-device or chipset-level ecosystem support for Gemini functions in mobile silicon.",,,shipping,right now Media Tech for their a uh 93 00 and 83000 is uh using uh their uh our function in their chipset,0.78,unsupported,True,True,Quote does not mention Gemini,keynote_forum,en,1,https://www.youtube.com/watch?v=ZWOV6hQFxQs
2024,Google,GOOGL,Gemini deployment on MediaTek Dimensity 9300 and 8300,partnership,"Google said MediaTek’s 9300 and 8300 chipsets are already using Google’s Gemini-related functions, with OnePlus and Oppo deployments also named. This indicates Google’s on-device AI software stack is moving beyond Pixel into broader Android silicon and OEM channels.",,,shipping,actually right now Media Tech for their a uh 93000 and 83000 is uh using uh their uh our function in their chipset,0.78,unsupported,True,True,Quote does not mention Gemini,keynote_forum,en,1,https://www.youtube.com/watch?v=lvSyYMpLhmQ
2024,Haven,,Haven HS420 case,other,"Haven launched its first PC case, the HS420 Hybrid Structure, a slim dual-chamber chassis with a panoramic folded-glass window and GPU-focused cooling layout. The product marks the debut of the new Haven brand under Pro Gamersware.",,,announced,so this is the new brand that we're launching today,0.9,unsupported,True,True,"Quote supports brand launch, not HS420 case",computour,en,1,https://www.youtube.com/watch?v=bdbw6XlZePE
2024,Hearing Action,,Smart Hearing Butler,software,"A digital-human hearing-care software tool for hearing-aid selection, automated evaluation, fitting support, and after-care. The company says it has launched an MVP and is targeting OTC hearing-aid return reduction and broader hearing-care accessibility.",over 100 rehab programs,,shipping,hearing navigation is backed by over 100 rehab programs providing supporting sorry providing ongoing support and assessment,0.9,unsupported,True,True,"Quote supports rehab programs, not product name.",keynote_forum,en,1,https://www.youtube.com/watch?v=aSfg7kAITP4
2024,Intel,INTC,Panther Lake on Intel 18A,roadmap,"Intel previewed Panther Lake as a 2025 client product built on the Intel 18A process node. The company said first chips would power on the following week, positioning Panther Lake as a milestone for Intel’s process leadership roadmap.",18a,2025,roadmap,with Panther Lake and Panther Lake on Intel 18a will accelerate and scale our position,0.9,recap,True,True,"Known roadmap item, not newly unveiled.",keynote,en,1,https://www.youtube.com/watch?v=2nZg3v7h0kU
2024,Intel,INTC,Gaudi 3 AI accelerator,accelerator,"Intel highlighted Gaudi 3 as its next AI accelerator for training and inference, emphasizing open standards and lower total cost of ownership versus Nvidia H100. The company positioned Gaudi 3 as an H100 alternative with ecosystem support from server partners.",40% faster time to train than h100s,later this year,roadmap,you know we're projected to deliver 40% faster time to train than h100s and 1.5x versus h20s,0.86,recap,True,True,Gaudi 3 was already announced pre-Computex.,keynote,en,1,https://www.youtube.com/watch?v=2nZg3v7h0kU
2024,Intel,INTC,Open Platform for Enterprise AI,software,Intel announced an open-source enterprise AI platform effort through the Linux Foundation to standardize Xeon and Gaudi-based AI solutions. The platform targets enterprise retrieval-augmented generation workloads using open hardware and software components.,,,announced,we're standardizing through the open- source community and the Linux Foundation we've created the open platform for Enterprise AI to make Zeon and gouty a standard ardized AI solution for workloads like rag,0.86,recap,True,True,OPEA existed before Computex.,keynote,en,1,https://www.youtube.com/watch?v=2nZg3v7h0kU
2024,Intel,INTC,Intel AI PC 2024 shipment target,roadmap,"Intel said it expects more AI PCs using its Core Ultra platform to ship by the end of 2024, extending the rollout of its AI PC ecosystem. This is a concrete volume commitment tied to Intel’s AI PC push.",more uh 14 million PC,2024Q4,roadmap,and uh this year by the end of this year we anticipate uh more uh 14 million PC will be shipped,0.86,recap,True,True,AI PC shipment target was previously stated.,keynote_forum,en,1,https://www.youtube.com/watch?v=AsQ1swV9XgU
2024,Intel,INTC,Intel Gaudi 3 AI accelerator,accelerator,"Intel positioned Gaudi 3 as its dedicated AI accelerator for training, fine-tuning and inference, with systems available through AWS and OEM partners. Intel claimed the solution is priced at one-third of Nvidia and beats H100 on performance and price.",,,announced,and on the competition side this is onethird of the price of n media I know like Jensen's keynote was there and you have seen lot of comparisons and our pet keynote our C keynote you have seen some of the uh comparisons on the performance we really beat h100 on the performance and on the price,0.83,recap,True,True,Gaudi 3 was preannounced before COMPUTEX.,keynote_forum,en,1,https://www.youtube.com/watch?v=MnMFJMNbQJE
2024,intoPIX,,intoPIX JPEG XS / TicoXS / TicoRAW compression IP,software,"intoPIX presented its low-latency image and video compression IP and software, including JPEG XS standardized codecs such as TicoXS and TicoRAW. The technology targets high-quality video transport with reduced bandwidth, cost, and power consumption across broadcast, automotive, industrial vision, and consumer electronics.",over 150 customer,,announced,we have video images sensor compation technology through IP core and software uh we are providing our solution to wide range of applications such as Automotive professional AB industrial Vision Consumer Electronic uh we have over 150 customer in the worldwide,0.71,recap,True,True,Existing compression IP and customer count,keynote_forum,en,1,https://www.youtube.com/watch?v=M-3vdrCMENg
2024,InWin,,AI Hardware ecosystem,platform,"InWin introduced an AI hardware ecosystem spanning AI PCs, AI stations, and AI servers. This positions the company’s chassis and systems portfolio around AI-related client and infrastructure use cases.",,,announced,we are proud to introduce our AI Hardware ecosystem uh this include AI PC AI station and AI servers today,0.88,real_new,False,True,Concrete ecosystem introduced; InWin ticker omitted.,computour,en,1,https://www.youtube.com/watch?v=_0zvpUPP3xk
2024,InWin,,ModFree AI PC Series,platform,"InWin introduced its ModFree AI PC Series as part of an AI hardware ecosystem spanning AI PCs, workstations and servers. The modular chassis ecosystem lets users customize and upgrade systems internally and externally for AI PC, gaming and workstation use cases.",,,announced,as we enter the AI era as 2024 uh we are proud to introduce our AI Hardware ecosystem uh this include AI PC AI workstation and AI servers,0.83,unsupported,True,True,Quote does not mention ModFree series,computour,en,1,https://www.youtube.com/watch?v=bdbw6XlZePE
2024,IQ Smart Clothing,,IQ signal motion textile suit,platform,"A smart-clothing motion-sensing textile suit presented as one of IQ Smart Clothing’s two major Computex 2024 focus products. It targets AI-linked smart clothing applications across sports, industrial safety, and healthcare wearables.",,,announced,so this year we provide total at least six uh technology them biotech biocare motion Tech EMG Tech EMS Tech and the heat tech,0.72,unsupported,True,True,"Quote lists technologies, not specific suit",computour,en,1,https://www.youtube.com/watch?v=6BkFqOoVbRU
2024,Kneron,,GPU plus NPU accelerator card collaboration,partnership,"Kneron committed to announcing a collaboration with a major GPU maker combining that partner’s GPU with Kneron’s NPU product. Kneron said its tests show the combination can lower power consumption by 30%, addressing GPU power and thermal limits.",30%,,announced,in a few days we're are going to have a major announcement our collaboration with the GPU maker so um this GPU maker has realized that there's a lot of limitation to GPU uh size and uh heat dissipation so they are combining their GPU with our mpu product and according to our test results the power consumption can be lower by 30%,0.88,unsupported,True,False,Future teaser; 30% not in quote.,keynote_forum,en,1,https://www.youtube.com/watch?v=Gtgi8KU7png
2024,Kneron,,Kneron offline LLM AI PC reference design,platform,Kneron showed an AI PC design using its NPU to run offline LLM workloads without a discrete GPU. The platform is positioned for confidential enterprise PC work where data cannot be sent to cloud AI services.,,,announced,this is a very entry level notebook it's a very basic notebook there's no uh independent GPU and it can already do such a powerful uh offline llm support,0.72,unsupported,True,True,"Offline LLM shown, not reference design.",keynote_forum,en,1,https://www.youtube.com/watch?v=Gtgi8KU7png
2024,Liang Su's company,,Domain-specific no-code AI tool,software,The speaker said the company wants to create domain-specific no-code software so users across industries can build AI applications using available data. This matters because it targets AI adoption by non-specialist users rather than only technical experts.,,,announced,"so on our site we want to create a no
code tool for
users and they will be specific by
domain",0.74,vision_only,True,True,"Aspirational no-code tool, no deliverable.",keynote_forum,en,1,https://www.youtube.com/watch?v=xoMRSx_Ozws
2024,Liang Su's company,,AI lab program for high school students,other,The speaker said the company has been planning programs to offer an AI lab for high school students. The commitment is aimed at cultivating AI-era talent and innovation earlier in education.,,,announced,"recent uh recently inside my
company we've been
planning
programs that offer a AI lab to high",0.58,vision_only,True,True,"Planning statement, not a firm launch.",keynote_forum,en,1,https://www.youtube.com/watch?v=xoMRSx_Ozws
2024,Lite-On,,16 kW power solution options,other,Lite-On committed to launching higher-power 16 kW options for AI PC and cloud server power needs. This matters as AI compute growth is pushing server and device power requirements from 3 kW toward 5 kW and 8 kW systems.,16 kilowatt,2027,roadmap,it's not just 3 Kow it's now 5 kilow or even 8 kilowatt 2027 we will launch 16 kilowatt options,0.92,real_new,False,True,Concrete 2027 16kW commitment; ticker missing,keynote_forum,en,1,https://www.youtube.com/watch?v=XBZJi5i-ecA
